"sku","status"
"20W795002v2","ACTUAL"
"20W795002u9","ACTUAL"
"20W795002u7","ACTUAL"
"20W795002u5","ACTUAL"
"20W795002u3","ACTUAL"
"20K71039814","ACTUAL"
"20K71039813","ACTUAL"
"20K71039805","ACTUAL"
"20K71039804","ACTUAL"
"20K71039803","ACTUAL"
"20K71039802","ACTUAL"
"20K71039801","ACTUAL"
"20K71039800","ACTUAL"
"20K71000314","ACTUAL"
"20K71000313","ACTUAL"
"20K71000305","ACTUAL"
"20K71000304","ACTUAL"
"20K71000303","ACTUAL"
"20K71000302","ACTUAL"
"20K71000301","ACTUAL"
"20K71000300","ACTUAL"
"20K71000214","ACTUAL"
"20K71000213","ACTUAL"
"20K71000205","ACTUAL"
"20K71000204","ACTUAL"
"20K71000203","ACTUAL"
"20K71000202","ACTUAL"
"20K71000201","ACTUAL"
"20K71000200","ACTUAL"
"20K69380801","ACTUAL"
"20K69380813","ACTUAL"
"20K69380805","ACTUAL"
"20K69380804","ACTUAL"
"20K69380803","ACTUAL"
"20K69380802","ACTUAL"
"20K693a0801","ACTUAL"
"20K693a0813","ACTUAL"
"20K693a0805","ACTUAL"
"20K693a0804","ACTUAL"
"20K693a0803","ACTUAL"
"20K693a0802","ACTUAL"
"20K69385701","ACTUAL"
"20K69385713","ACTUAL"
"20K69385705","ACTUAL"
"20K69385704","ACTUAL"
"20K69385703","ACTUAL"
"20K69385702","ACTUAL"
"20K679a3005","SELLOUT"
"20K679a3004","SELLOUT"
"20K679a3003","SELLOUT"
"20K679a3002","SELLOUT"
"20K679a3001","SELLOUT"
"20K67943213","SELLOUT"
"20K67943205","SELLOUT"
"20K67943204","SELLOUT"
"20K67943203","SELLOUT"
"20K67943202","SELLOUT"
"20K67943201","SELLOUT"
"20K67966813","ACTUAL"
"20K67966805","ACTUAL"
"20K67966804","ACTUAL"
"20K67966803","ACTUAL"
"20K67966802","ACTUAL"
"20K67966801","ACTUAL"
"20K67926113","ACTUAL"
"20K67926105","ACTUAL"
"20K67926104","ACTUAL"
"20K67926103","ACTUAL"
"20K67926102","ACTUAL"
"20K67926101","ACTUAL"
"20K679a1305","SELLOUT"
"20K679a1304","SELLOUT"
"20K679a1303","SELLOUT"
"20K679a1302","SELLOUT"
"20K679a1301","SELLOUT"
"20K67998113","ACTUAL"
"20K67998105","ACTUAL"
"20K67998104","ACTUAL"
"20K67998103","ACTUAL"
"20K67998102","ACTUAL"
"20K67998101","ACTUAL"
"20K67741000","ACTUAL"
"20K67741013","ACTUAL"
"20K67741001","ACTUAL"
"20K67741005","ACTUAL"
"20K67741004","ACTUAL"
"20K67741003","ACTUAL"
"20K67741002","ACTUAL"
"20K67725300","ACTUAL"
"20K67725313","ACTUAL"
"20K67725301","ACTUAL"
"20K67725305","ACTUAL"
"20K67725304","ACTUAL"
"20K67725303","ACTUAL"
"20K67725302","ACTUAL"
"20K67700414","ACTUAL"
"20K67700400","ACTUAL"
"20K67700413","ACTUAL"
"20K67700401","ACTUAL"
"20K67700405","ACTUAL"
"20K67700404","ACTUAL"
"20K67700403","ACTUAL"
"20K67700402","ACTUAL"
"20K67712500","ACTUAL"
"20K67712513","ACTUAL"
"20K67712501","ACTUAL"
"20K67712505","ACTUAL"
"20K67712504","ACTUAL"
"20K67712503","ACTUAL"
"20K67712502","ACTUAL"
"20K67767000","ACTUAL"
"20K67767013","ACTUAL"
"20K67767001","ACTUAL"
"20K67767005","ACTUAL"
"20K67767004","ACTUAL"
"20K67767003","ACTUAL"
"20K67767002","ACTUAL"
"20K67734800","ACTUAL"
"20K67734813","ACTUAL"
"20K67734801","ACTUAL"
"20K67734805","ACTUAL"
"20K67734804","ACTUAL"
"20K67734803","ACTUAL"
"20K67734802","ACTUAL"
"20K67720000","ACTUAL"
"20K67720013","ACTUAL"
"20K67720001","ACTUAL"
"20K67720005","ACTUAL"
"20K67720004","ACTUAL"
"20K67720003","ACTUAL"
"20K67720002","ACTUAL"
"20K67752000","ACTUAL"
"20K67752013","ACTUAL"
"20K67752001","ACTUAL"
"20K67752005","ACTUAL"
"20K67752004","ACTUAL"
"20K67752003","ACTUAL"
"20K67752002","ACTUAL"
"20K67723500","ACTUAL"
"20K67723513","ACTUAL"
"20K67723501","ACTUAL"
"20K67723505","ACTUAL"
"20K67723504","ACTUAL"
"20K67723503","ACTUAL"
"20K67723502","ACTUAL"
"20K67707400","ACTUAL"
"20K67707413","ACTUAL"
"20K67707401","ACTUAL"
"20K67707405","ACTUAL"
"20K67707404","ACTUAL"
"20K67707403","ACTUAL"
"20K67707402","ACTUAL"
"20K67700314","ACTUAL"
"20K67700300","ACTUAL"
"20K67700313","ACTUAL"
"20K67700301","ACTUAL"
"20K67700305","ACTUAL"
"20K67700304","ACTUAL"
"20K67700303","ACTUAL"
"20K67700302","ACTUAL"
"20K67700214","ACTUAL"
"20K67700200","ACTUAL"
"20K67700213","ACTUAL"
"20K67700201","ACTUAL"
"20K67700205","ACTUAL"
"20K67700204","ACTUAL"
"20K67700203","ACTUAL"
"20K67700202","ACTUAL"
"20K65700314","ACTUAL"
"20K65700300","ACTUAL"
"20K65700313","ACTUAL"
"20K65700305","ACTUAL"
"20K65700304","ACTUAL"
"20K65700303","ACTUAL"
"20K65700302","ACTUAL"
"20K65700301","ACTUAL"
"20K65700214","ACTUAL"
"20K65700200","ACTUAL"
"20K65700213","ACTUAL"
"20K65700205","ACTUAL"
"20K65700204","ACTUAL"
"20K65700203","ACTUAL"
"20K65700202","ACTUAL"
"20K65700201","ACTUAL"
"20K63987613","ACTUAL"
"20K63987605","ACTUAL"
"20K63987604","ACTUAL"
"20K63987603","ACTUAL"
"20K63987602","ACTUAL"
"20K63987601","ACTUAL"
"20K639a0913","ACTUAL"
"20K639a0905","ACTUAL"
"20K639a0904","ACTUAL"
"20K639a0903","ACTUAL"
"20K639a0902","ACTUAL"
"20K639a0901","ACTUAL"
"20K639a2013","ACTUAL"
"20K639a2005","ACTUAL"
"20K639a2004","ACTUAL"
"20K639a2003","ACTUAL"
"20K639a2002","ACTUAL"
"20K639a2001","ACTUAL"
"20K639a0513","ACTUAL"
"20K639a0505","ACTUAL"
"20K639a0504","ACTUAL"
"20K639a0503","ACTUAL"
"20K639a0502","ACTUAL"
"20K639a0501","ACTUAL"
"20K62400315","SELLOUT"
"20K62400314","SELLOUT"
"20K62400313","SELLOUT"
"20K62400305","SELLOUT"
"20K62400304","SELLOUT"
"20K62400303","SELLOUT"
"20K62400302","SELLOUT"
"20K62400301","SELLOUT"
"20K62400300","SELLOUT"
"20K62425315","SELLOUT"
"20K62425314","SELLOUT"
"20K62425313","SELLOUT"
"20K62425305","SELLOUT"
"20K62425304","SELLOUT"
"20K62425303","SELLOUT"
"20K62425302","SELLOUT"
"20K62425301","SELLOUT"
"20K62425300","SELLOUT"
"20611434805","NEW"
"20611434804","NEW"
"20611434803","NEW"
"20611434802","NEW"
"20611434801","NEW"
"20611434800","NEW"
"20611400305","NEW"
"20611400304","NEW"
"20611400303","NEW"
"20611400302","NEW"
"20611400301","NEW"
"20611400300","NEW"
"20611400205","NEW"
"20611400204","NEW"
"20611400203","NEW"
"20611400202","NEW"
"20611400201","NEW"
"20611400200","NEW"
"20611334813","NEW"
"20611334814","NEW"
"20611334805","NEW"
"20611334804","NEW"
"20611334803","NEW"
"20611334802","NEW"
"20611334801","NEW"
"20611300313","NEW"
"20611300314","NEW"
"20611300305","NEW"
"20611300304","NEW"
"20611300303","NEW"
"20611300302","NEW"
"20611300301","NEW"
"20611300213","NEW"
"20611300214","NEW"
"20611300205","NEW"
"20611300204","NEW"
"20611300203","NEW"
"20611300202","NEW"
"20611300201","NEW"
"20611134805","ACTUAL"
"20611134804","ACTUAL"
"20611134803","ACTUAL"
"20611134802","ACTUAL"
"20611134801","ACTUAL"
"20611134800","ACTUAL"
"20611100305","ACTUAL"
"20611100304","ACTUAL"
"20611100303","ACTUAL"
"20611100302","ACTUAL"
"20611100301","ACTUAL"
"20611100300","ACTUAL"
"20611100205","ACTUAL"
"20611100204","ACTUAL"
"20611100203","ACTUAL"
"20611100202","ACTUAL"
"20611100201","ACTUAL"
"20611100200","ACTUAL"
"20611034814","ACTUAL"
"20611034813","ACTUAL"
"20611034805","ACTUAL"
"20611034804","ACTUAL"
"20611034803","ACTUAL"
"20611034802","ACTUAL"
"20611034801","ACTUAL"
"20611000314","ACTUAL"
"20611000313","ACTUAL"
"20611000305","ACTUAL"
"20611000304","ACTUAL"
"20611000303","ACTUAL"
"20611000302","ACTUAL"
"20611000301","ACTUAL"
"20611000214","ACTUAL"
"20611000213","ACTUAL"
"20611000205","ACTUAL"
"20611000204","ACTUAL"
"20611000203","ACTUAL"
"20611000202","ACTUAL"
"20611000201","ACTUAL"
"20610800413","ACTUAL"
"20610800404","ACTUAL"
"20610800405","ACTUAL"
"20610800403","ACTUAL"
"20610800402","ACTUAL"
"20610800401","ACTUAL"
"20610800400","ACTUAL"
"20610800313","ACTUAL"
"20610800304","ACTUAL"
"20610800305","ACTUAL"
"20610800303","ACTUAL"
"20610800302","ACTUAL"
"20610800301","ACTUAL"
"20610800300","ACTUAL"
"20610800213","ACTUAL"
"20610800204","ACTUAL"
"20610800205","ACTUAL"
"20610800203","ACTUAL"
"20610800202","ACTUAL"
"20610800201","ACTUAL"
"20610800200","ACTUAL"
"20610400300","ACTUAL"
"20610400313","ACTUAL"
"20610400305","ACTUAL"
"20610400304","ACTUAL"
"20610400303","ACTUAL"
"20610400302","ACTUAL"
"20610400301","ACTUAL"
"20K55115716","ACTUAL"
"20K55115715","ACTUAL"
"20K55115714","ACTUAL"
"20K55115713","ACTUAL"
"20K55115705","ACTUAL"
"20K55115704","ACTUAL"
"20K55115703","ACTUAL"
"20K55115702","ACTUAL"
"20K55115701","ACTUAL"
"20K55105416","ACTUAL"
"20K55105415","ACTUAL"
"20K55105414","ACTUAL"
"20K55105413","ACTUAL"
"20K55105405","ACTUAL"
"20K55105404","ACTUAL"
"20K55105403","ACTUAL"
"20K55105402","ACTUAL"
"20K55105401","ACTUAL"
"20K55164016","ACTUAL"
"20K55164015","ACTUAL"
"20K55164014","ACTUAL"
"20K55164013","ACTUAL"
"20K55164005","ACTUAL"
"20K55164004","ACTUAL"
"20K55164003","ACTUAL"
"20K55164002","ACTUAL"
"20K55164001","ACTUAL"
"20K55123516","ACTUAL"
"20K55123515","ACTUAL"
"20K55123514","ACTUAL"
"20K55123513","ACTUAL"
"20K55123505","ACTUAL"
"20K55123504","ACTUAL"
"20K55123503","ACTUAL"
"20K55123502","ACTUAL"
"20K55123501","ACTUAL"
"20K55124816","ACTUAL"
"20K55124815","ACTUAL"
"20K55124814","ACTUAL"
"20K55124813","ACTUAL"
"20K55124805","ACTUAL"
"20K55124804","ACTUAL"
"20K55124803","ACTUAL"
"20K55124802","ACTUAL"
"20K55124801","ACTUAL"
"20K551g7216","ACTUAL"
"20K551g7215","ACTUAL"
"20K551g7214","ACTUAL"
"20K551g7213","ACTUAL"
"20K551g7205","ACTUAL"
"20K551g7204","ACTUAL"
"20K551g7203","ACTUAL"
"20K551g7202","ACTUAL"
"20K551g7201","ACTUAL"
"20K55114516","ACTUAL"
"20K55114515","ACTUAL"
"20K55114514","ACTUAL"
"20K55114513","ACTUAL"
"20K55114505","ACTUAL"
"20K55114504","ACTUAL"
"20K55114503","ACTUAL"
"20K55114502","ACTUAL"
"20K55114501","ACTUAL"
"20K551g7316","ACTUAL"
"20K551g7315","ACTUAL"
"20K551g7314","ACTUAL"
"20K551g7313","ACTUAL"
"20K551g7305","ACTUAL"
"20K551g7304","ACTUAL"
"20K551g7303","ACTUAL"
"20K551g7302","ACTUAL"
"20K551g7301","ACTUAL"
"20K55121216","ACTUAL"
"20K55121215","ACTUAL"
"20K55121214","ACTUAL"
"20K55121213","ACTUAL"
"20K55121205","ACTUAL"
"20K55121204","ACTUAL"
"20K55121203","ACTUAL"
"20K55121202","ACTUAL"
"20K55121201","ACTUAL"
"20K55100216","ACTUAL"
"20K55100215","ACTUAL"
"20K55100214","ACTUAL"
"20K55100213","ACTUAL"
"20K55100205","ACTUAL"
"20K55100204","ACTUAL"
"20K55100203","ACTUAL"
"20K55100202","ACTUAL"
"20K55100201","ACTUAL"
"20K55100316","ACTUAL"
"20K55100315","ACTUAL"
"20K55100314","ACTUAL"
"20K55100313","ACTUAL"
"20K55100305","ACTUAL"
"20K55100304","ACTUAL"
"20K55100303","ACTUAL"
"20K55100302","ACTUAL"
"20K55100301","ACTUAL"
"20K55100116","ACTUAL"
"20K55100115","ACTUAL"
"20K55100114","ACTUAL"
"20K55100113","ACTUAL"
"20K55100101","ACTUAL"
"20K55100105","ACTUAL"
"20K55100104","ACTUAL"
"20K55100103","ACTUAL"
"20K55100102","ACTUAL"
"20K54915705","ACTUAL"
"20K54915700","ACTUAL"
"20K54915704","ACTUAL"
"20K54915701","ACTUAL"
"20K54915702","ACTUAL"
"20K54915703","ACTUAL"
"20K54915714","ACTUAL"
"20K54915713","ACTUAL"
"20K54905405","ACTUAL"
"20K54905400","ACTUAL"
"20K54905404","ACTUAL"
"20K54905401","ACTUAL"
"20K54905402","ACTUAL"
"20K54905403","ACTUAL"
"20K54905414","ACTUAL"
"20K54905413","ACTUAL"
"20K54964005","ACTUAL"
"20K54964000","ACTUAL"
"20K54964004","ACTUAL"
"20K54964001","ACTUAL"
"20K54964002","ACTUAL"
"20K54964003","ACTUAL"
"20K54964014","ACTUAL"
"20K54964013","ACTUAL"
"20K54923505","ACTUAL"
"20K54923500","ACTUAL"
"20K54923504","ACTUAL"
"20K54923501","ACTUAL"
"20K54923502","ACTUAL"
"20K54923503","ACTUAL"
"20K54923514","ACTUAL"
"20K54923513","ACTUAL"
"20K54900305","ACTUAL"
"20K54900300","ACTUAL"
"20K54900304","ACTUAL"
"20K54900301","ACTUAL"
"20K54900302","ACTUAL"
"20K54900303","ACTUAL"
"20K54900314","ACTUAL"
"20K54900313","ACTUAL"
"20K54924805","ACTUAL"
"20K54924800","ACTUAL"
"20K54924804","ACTUAL"
"20K54924801","ACTUAL"
"20K54924802","ACTUAL"
"20K54924803","ACTUAL"
"20K54924814","ACTUAL"
"20K54924813","ACTUAL"
"20K549g7205","ACTUAL"
"20K549g7200","ACTUAL"
"20K549g7204","ACTUAL"
"20K549g7201","ACTUAL"
"20K549g7202","ACTUAL"
"20K549g7203","ACTUAL"
"20K549g7214","ACTUAL"
"20K549g7213","ACTUAL"
"20K54914505","ACTUAL"
"20K54914500","ACTUAL"
"20K54914504","ACTUAL"
"20K54914501","ACTUAL"
"20K54914502","ACTUAL"
"20K54914503","ACTUAL"
"20K54914514","ACTUAL"
"20K54914513","ACTUAL"
"20K549g7305","ACTUAL"
"20K549g7300","ACTUAL"
"20K549g7304","ACTUAL"
"20K549g7301","ACTUAL"
"20K549g7302","ACTUAL"
"20K549g7303","ACTUAL"
"20K549g7314","ACTUAL"
"20K549g7313","ACTUAL"
"20K54921205","ACTUAL"
"20K54921200","ACTUAL"
"20K54921204","ACTUAL"
"20K54921201","ACTUAL"
"20K54921202","ACTUAL"
"20K54921203","ACTUAL"
"20K54921214","ACTUAL"
"20K54921213","ACTUAL"
"20K54900205","ACTUAL"
"20K54900200","ACTUAL"
"20K54900204","ACTUAL"
"20K54900201","ACTUAL"
"20K54900202","ACTUAL"
"20K54900203","ACTUAL"
"20K54900214","ACTUAL"
"20K54900213","ACTUAL"
"20K54900100","ACTUAL"
"20K54900114","ACTUAL"
"20K54900113","ACTUAL"
"20K54900105","ACTUAL"
"20K54900104","ACTUAL"
"20K54900103","ACTUAL"
"20K54900102","ACTUAL"
"20K54900101","ACTUAL"
"20K54815705","ACTUAL"
"20K54815700","ACTUAL"
"20K54815704","ACTUAL"
"20K54815701","ACTUAL"
"20K54815702","ACTUAL"
"20K54815703","ACTUAL"
"20K54815714","ACTUAL"
"20K54815713","ACTUAL"
"20K54805405","ACTUAL"
"20K54805400","ACTUAL"
"20K54805404","ACTUAL"
"20K54805401","ACTUAL"
"20K54805402","ACTUAL"
"20K54805403","ACTUAL"
"20K54805414","ACTUAL"
"20K54805413","ACTUAL"
"20K54864005","ACTUAL"
"20K54864000","ACTUAL"
"20K54864004","ACTUAL"
"20K54864001","ACTUAL"
"20K54864002","ACTUAL"
"20K54864003","ACTUAL"
"20K54864014","ACTUAL"
"20K54864013","ACTUAL"
"20K54823505","ACTUAL"
"20K54823500","ACTUAL"
"20K54823504","ACTUAL"
"20K54823501","ACTUAL"
"20K54823502","ACTUAL"
"20K54823503","ACTUAL"
"20K54823514","ACTUAL"
"20K54823513","ACTUAL"
"20K54800305","ACTUAL"
"20K54800300","ACTUAL"
"20K54800304","ACTUAL"
"20K54800301","ACTUAL"
"20K54800302","ACTUAL"
"20K54800303","ACTUAL"
"20K54800314","ACTUAL"
"20K54800313","ACTUAL"
"20K54824805","ACTUAL"
"20K54824800","ACTUAL"
"20K54824804","ACTUAL"
"20K54824801","ACTUAL"
"20K54824802","ACTUAL"
"20K54824803","ACTUAL"
"20K54824814","ACTUAL"
"20K54824813","ACTUAL"
"20K548g7205","ACTUAL"
"20K548g7200","ACTUAL"
"20K548g7204","ACTUAL"
"20K548g7201","ACTUAL"
"20K548g7202","ACTUAL"
"20K548g7203","ACTUAL"
"20K548g7214","ACTUAL"
"20K548g7213","ACTUAL"
"20K54814505","ACTUAL"
"20K54814500","ACTUAL"
"20K54814504","ACTUAL"
"20K54814501","ACTUAL"
"20K54814502","ACTUAL"
"20K54814503","ACTUAL"
"20K54814514","ACTUAL"
"20K54814513","ACTUAL"
"20K548g7305","ACTUAL"
"20K548g7300","ACTUAL"
"20K548g7304","ACTUAL"
"20K548g7301","ACTUAL"
"20K548g7302","ACTUAL"
"20K548g7303","ACTUAL"
"20K548g7314","ACTUAL"
"20K548g7313","ACTUAL"
"20K54821205","ACTUAL"
"20K54821200","ACTUAL"
"20K54821204","ACTUAL"
"20K54821201","ACTUAL"
"20K54821202","ACTUAL"
"20K54821203","ACTUAL"
"20K54821214","ACTUAL"
"20K54821213","ACTUAL"
"20K54800205","ACTUAL"
"20K54800200","ACTUAL"
"20K54800204","ACTUAL"
"20K54800201","ACTUAL"
"20K54800202","ACTUAL"
"20K54800203","ACTUAL"
"20K54800214","ACTUAL"
"20K54800213","ACTUAL"
"20K54800100","ACTUAL"
"20K54800114","ACTUAL"
"20K54800113","ACTUAL"
"20K54800105","ACTUAL"
"20K54800104","ACTUAL"
"20K54800103","ACTUAL"
"20K54800102","ACTUAL"
"20K54800101","ACTUAL"
"20K54515705","ACTUAL"
"20K54515704","ACTUAL"
"20K54515701","ACTUAL"
"20K54515702","ACTUAL"
"20K54515703","ACTUAL"
"20K54515716","ACTUAL"
"20K54515715","ACTUAL"
"20K54515714","ACTUAL"
"20K54515713","ACTUAL"
"20K54505405","ACTUAL"
"20K54505404","ACTUAL"
"20K54505401","ACTUAL"
"20K54505402","ACTUAL"
"20K54505403","ACTUAL"
"20K54505416","ACTUAL"
"20K54505415","ACTUAL"
"20K54505414","ACTUAL"
"20K54505413","ACTUAL"
"20K54564005","ACTUAL"
"20K54564004","ACTUAL"
"20K54564001","ACTUAL"
"20K54564002","ACTUAL"
"20K54564003","ACTUAL"
"20K54564016","ACTUAL"
"20K54564015","ACTUAL"
"20K54564014","ACTUAL"
"20K54564013","ACTUAL"
"20K54523505","ACTUAL"
"20K54523504","ACTUAL"
"20K54523501","ACTUAL"
"20K54523502","ACTUAL"
"20K54523503","ACTUAL"
"20K54523516","ACTUAL"
"20K54523515","ACTUAL"
"20K54523514","ACTUAL"
"20K54523513","ACTUAL"
"20K54500305","ACTUAL"
"20K54500304","ACTUAL"
"20K54500301","ACTUAL"
"20K54500302","ACTUAL"
"20K54500303","ACTUAL"
"20K54500316","ACTUAL"
"20K54500315","ACTUAL"
"20K54500314","ACTUAL"
"20K54500313","ACTUAL"
"20K54524805","ACTUAL"
"20K54524804","ACTUAL"
"20K54524801","ACTUAL"
"20K54524802","ACTUAL"
"20K54524803","ACTUAL"
"20K54524816","ACTUAL"
"20K54524815","ACTUAL"
"20K54524814","ACTUAL"
"20K54524813","ACTUAL"
"20K545g7205","ACTUAL"
"20K545g7204","ACTUAL"
"20K545g7201","ACTUAL"
"20K545g7202","ACTUAL"
"20K545g7203","ACTUAL"
"20K545g7216","ACTUAL"
"20K545g7215","ACTUAL"
"20K545g7214","ACTUAL"
"20K545g7213","ACTUAL"
"20K54514505","ACTUAL"
"20K54514504","ACTUAL"
"20K54514501","ACTUAL"
"20K54514502","ACTUAL"
"20K54514503","ACTUAL"
"20K54514516","ACTUAL"
"20K54514515","ACTUAL"
"20K54514514","ACTUAL"
"20K54514513","ACTUAL"
"20K545g7305","ACTUAL"
"20K545g7304","ACTUAL"
"20K545g7301","ACTUAL"
"20K545g7302","ACTUAL"
"20K545g7303","ACTUAL"
"20K545g7316","ACTUAL"
"20K545g7315","ACTUAL"
"20K545g7314","ACTUAL"
"20K545g7313","ACTUAL"
"20K54521205","ACTUAL"
"20K54521204","ACTUAL"
"20K54521201","ACTUAL"
"20K54521202","ACTUAL"
"20K54521203","ACTUAL"
"20K54521216","ACTUAL"
"20K54521215","ACTUAL"
"20K54521214","ACTUAL"
"20K54521213","ACTUAL"
"20K54500205","ACTUAL"
"20K54500204","ACTUAL"
"20K54500201","ACTUAL"
"20K54500202","ACTUAL"
"20K54500203","ACTUAL"
"20K54500216","ACTUAL"
"20K54500215","ACTUAL"
"20K54500214","ACTUAL"
"20K54500213","ACTUAL"
"20K54500116","ACTUAL"
"20K54500115","ACTUAL"
"20K54500114","ACTUAL"
"20K54500113","ACTUAL"
"20K54500105","ACTUAL"
"20K54500104","ACTUAL"
"20K54500103","ACTUAL"
"20K54500102","ACTUAL"
"20K54500101","ACTUAL"
"20K53915705","ACTUAL"
"20K53915704","ACTUAL"
"20K53915701","ACTUAL"
"20K53915702","ACTUAL"
"20K53915703","ACTUAL"
"20K53915714","ACTUAL"
"20K53915713","ACTUAL"
"20K53921205","ACTUAL"
"20K53921204","ACTUAL"
"20K53921201","ACTUAL"
"20K53921202","ACTUAL"
"20K53921203","ACTUAL"
"20K53921214","ACTUAL"
"20K53921213","ACTUAL"
"20K53900205","ACTUAL"
"20K53900204","ACTUAL"
"20K53900201","ACTUAL"
"20K53900202","ACTUAL"
"20K53900203","ACTUAL"
"20K53900214","ACTUAL"
"20K53900213","ACTUAL"
"20K53900105","ACTUAL"
"20K53900104","ACTUAL"
"20K53900101","ACTUAL"
"20K53900102","ACTUAL"
"20K53900103","ACTUAL"
"20K53900114","ACTUAL"
"20K53900113","ACTUAL"
"20K53715705","ACTUAL"
"20K53715704","ACTUAL"
"20K53715701","ACTUAL"
"20K53715702","ACTUAL"
"20K53715703","ACTUAL"
"20K53715714","ACTUAL"
"20K53715713","ACTUAL"
"20K53721205","ACTUAL"
"20K53721204","ACTUAL"
"20K53721201","ACTUAL"
"20K53721202","ACTUAL"
"20K53721203","ACTUAL"
"20K53721214","ACTUAL"
"20K53721213","ACTUAL"
"20K53700205","ACTUAL"
"20K53700204","ACTUAL"
"20K53700201","ACTUAL"
"20K53700202","ACTUAL"
"20K53700203","ACTUAL"
"20K53700214","ACTUAL"
"20K53700213","ACTUAL"
"20K53700105","ACTUAL"
"20K53700104","ACTUAL"
"20K53700101","ACTUAL"
"20K53700102","ACTUAL"
"20K53700103","ACTUAL"
"20K53700114","ACTUAL"
"20K53700113","ACTUAL"
"20K52200114","SELLOUT"
"20K52200113","SELLOUT"
"20K52200105","SELLOUT"
"20K52200104","SELLOUT"
"20K52200103","SELLOUT"
"20K52200102","SELLOUT"
"20K52200101","SELLOUT"
"20K519k5801","ACTUAL"
"20K519k5813","ACTUAL"
"20K519k5805","ACTUAL"
"20K519k5804","ACTUAL"
"20K519k5803","ACTUAL"
"20K519k5802","ACTUAL"
"20K518k5800","ACTUAL"
"20K518k5801","ACTUAL"
"20K518k5805","ACTUAL"
"20K518k5804","ACTUAL"
"20K518k5803","ACTUAL"
"20K518k5802","ACTUAL"
"20K465k6605","ACTUAL"
"20K465k6604","ACTUAL"
"20K465k6603","ACTUAL"
"20K465k6602","ACTUAL"
"20K465k6601","ACTUAL"
"20K465k6600","ACTUAL"
"20K46585805","ACTUAL"
"20K46585804","ACTUAL"
"20K46585803","ACTUAL"
"20K46585802","ACTUAL"
"20K46585801","ACTUAL"
"20K46585800","ACTUAL"
"20K465k6505","ACTUAL"
"20K465k6504","ACTUAL"
"20K465k6503","ACTUAL"
"20K465k6502","ACTUAL"
"20K465k6501","ACTUAL"
"20K465k6500","ACTUAL"
"20K46594105","ACTUAL"
"20K46594104","ACTUAL"
"20K46594103","ACTUAL"
"20K46594102","ACTUAL"
"20K46594101","ACTUAL"
"20K46594100","ACTUAL"
"20K465k6405","ACTUAL"
"20K465k6404","ACTUAL"
"20K465k6403","ACTUAL"
"20K465k6402","ACTUAL"
"20K465k6401","ACTUAL"
"20K465k6400","ACTUAL"
"20K46587105","ACTUAL"
"20K46587104","ACTUAL"
"20K46587103","ACTUAL"
"20K46587102","ACTUAL"
"20K46587101","ACTUAL"
"20K46587100","ACTUAL"
"20K465k6305","ACTUAL"
"20K465k6304","ACTUAL"
"20K465k6303","ACTUAL"
"20K465k6302","ACTUAL"
"20K465k6301","ACTUAL"
"20K465k6300","ACTUAL"
"20K465k6205","ACTUAL"
"20K465k6204","ACTUAL"
"20K465k6203","ACTUAL"
"20K465k6202","ACTUAL"
"20K465k6201","ACTUAL"
"20K465k6200","ACTUAL"
"20K465k6105","ACTUAL"
"20K465k6104","ACTUAL"
"20K465k6103","ACTUAL"
"20K465k6102","ACTUAL"
"20K465k6101","ACTUAL"
"20K465k6100","ACTUAL"
"20K46526105","ACTUAL"
"20K46526104","ACTUAL"
"20K46526103","ACTUAL"
"20K46526102","ACTUAL"
"20K46526101","ACTUAL"
"20K46526100","ACTUAL"
"20K46519705","ACTUAL"
"20K46519704","ACTUAL"
"20K46519703","ACTUAL"
"20K46519702","ACTUAL"
"20K46519701","ACTUAL"
"20K46519700","ACTUAL"
"20K46581405","ACTUAL"
"20K46581404","ACTUAL"
"20K46581403","ACTUAL"
"20K46581402","ACTUAL"
"20K46581401","ACTUAL"
"20K46581400","ACTUAL"
"20K465k6005","ACTUAL"
"20K465k6004","ACTUAL"
"20K465k6003","ACTUAL"
"20K465k6002","ACTUAL"
"20K465k6001","ACTUAL"
"20K465k6000","ACTUAL"
"20K453k66w4","ACTUAL"
"20K453k66w3","ACTUAL"
"20K453941w4","ACTUAL"
"20K453941w3","ACTUAL"
"20K453k66w2","ACTUAL"
"20K453k66w1","ACTUAL"
"20K453941w2","ACTUAL"
"20K453941w1","ACTUAL"
"20K453k64w2","ACTUAL"
"20K453k64w1","ACTUAL"
"20K453k63w2","ACTUAL"
"20K453k63w1","ACTUAL"
"20K453k62w2","ACTUAL"
"20K453k62w1","ACTUAL"
"20K453k61w2","ACTUAL"
"20K453k61w1","ACTUAL"
"20K453197w2","ACTUAL"
"20K453197w1","ACTUAL"
"20K453814w2","ACTUAL"
"20K453814w1","ACTUAL"
"20K446k6614","ACTUAL"
"20K446k6613","ACTUAL"
"20K446k6605","ACTUAL"
"20K446k6604","ACTUAL"
"20K446k6603","ACTUAL"
"20K446k6602","ACTUAL"
"20K446k6601","ACTUAL"
"20K446k6600","ACTUAL"
"20K446k6514","ACTUAL"
"20K446k6513","ACTUAL"
"20K446k6505","ACTUAL"
"20K446k6504","ACTUAL"
"20K446k6503","ACTUAL"
"20K446k6502","ACTUAL"
"20K446k6501","ACTUAL"
"20K446k6500","ACTUAL"
"20K44694114","ACTUAL"
"20K44694113","ACTUAL"
"20K44694105","ACTUAL"
"20K44694104","ACTUAL"
